transaction_id,date,amount,currency,transaction_type,description
92041361,2022-04-20,4000.0,AUD,debit,Payment for a flight ticket to Australia.
45413279,2021-11-10,800.0,USD,debit,Payment for a gym membership.
33812098,2023-06-15,600.0,USD,transfer,Transfer of funds from personal account to a friend in the US.
71664229,2022-07-01,1000.0,USD,debit,Payment for a new computer from a tech store.
92158772,2021-02-10,1500.0,USD,debit,Payment for a home repair service.
22870418,2023-09-01,5000.0,USD,transfer,Transfer of funds from personal account to a business account.
69479493,2022-10-15,250.0,USD,debit,Payment for a monthly utility bill.
98755974,2021-07-20,3000.0,USD,debit,Payment for a vacation to Hawaii.
91786413,2023-04-01,1000.0,USD,transfer,Transfer of funds from personal account to a savings account.
13693495,2022-12-10,2000.0,USD,debit,Payment for a new TV from a tech store.
43371533,2021-11-05,1000.0,USD,debit,Payment for a car insurance premium.
43593753,2023-08-15,4000.0,USD,transfer,Transfer of funds from personal account to a friend in Canada.
33720739,2022-03-01,1200.0,USD,debit,Payment for a new phone from a mobile carrier.
88786412,2021-05-10,2000.0,USD,debit,Payment for a dental check-up and cleaning.
27269297,2023-11-15,6000.0,USD,transfer,Transfer of funds from personal account to a business account.
60556501,2022-02-01,1500.0,USD,debit,Payment for a monthly rent.
58612007,2021-08-20,5000.0,USD,debit,Payment for a wedding ceremony and reception.
91597550,2023-07-05,800.0,USD,transfer,Transfer of funds from personal account to a friend in the US.
37090594,2022-11-10,3000.0,USD,debit,Payment for a new laptop from a tech store.
77569467,2021-12-01,1000.0,USD,debit,Payment for a holiday gift.
99222687,2023-02-20,1200.5,EUR,transfer,Transfer to personal account for monthly mortgage payment.
30407820,2021-05-01,50.0,GBP,debit,Grocery purchase at local store.
37077339,2022-11-12,1000.0,USD,credit,Bonus payment from work.
66751757,2023-01-18,750.0,CAD,transfer,Transfer to savings account for future travels.
42653418,2022-07-03,300.0,USD,debit,Fuel purchase for personal vehicle.
94823296,2022-06-15,250.98,USD,debit,Groceries purchased at local supermarket.
61608860,2023-02-01,1500.0,EUR,transfer,Transfer of funds to family member in Germany.
49946521,2021-11-10,300.0,USD,credit,Deposit of bonus check received at work.
92011813,2022-03-20,120.0,GBP,debit,Purchase of tickets to a theater show in London.
76463894,2023-07-05,500.0,USD,transfer,Transfer of funds to friend for repayment of a loan.
36728298,2021-09-15,200.0,JPY,debit,Withdrawal of cash for travel in Japan.
12217957,2022-12-25,1000.0,USD,credit,Bonus payment received from employer.
48742633,2023-04-01,800.0,CAD,transfer,Transfer of funds to account for property purchase in Canada.
72642204,2021-02-05,150.0,USD,debit,Payment for gym membership.
64828467,2022-10-10,750.0,AUD,credit,Deposit of proceeds from selling a car in Australia.
87823755,2023-08-15,100.0,USD,transfer,Transfer of funds to friend for repayment of a loan.
66848768,2021-07-01,400.0,USD,debit,Payment for car repair.
78451595,2022-11-20,600.0,USD,credit,Deposit of bonus check received at work.
97009196,2023-01-10,350.0,USD,transfer,Transfer of funds to account for property purchase in USA.
82213364,2021-04-15,250.0,USD,debit,Withdrawal of cash for travel in USA.
91599050,2022-09-25,1200.0,USD,credit,Bonus payment received from employer.
93205808,2023-05-01,900.0,USD,transfer,Transfer of funds to family member in USA.
84400359,2021-06-05,180.0,USD,debit,Payment for medical bill.
38802384,2022-02-10,500.0,USD,credit,Deposit of proceeds from selling a car in USA.
60058976,2023-06-15,150.0,USD,transfer,Transfer of funds to friend for repayment of a loan.
79727379,2021-12-20,800.0,USD,debit,Payment for holiday expenses.
84031141,2022-07-01,1200.0,USD,credit,Bonus payment received from employer.
11411430,2023-03-10,750.0,USD,transfer,Transfer of funds to family member in USA.
78331312,2021-10-15,100.0,USD,debit,Payment for phone bill.
67426702,2022-01-05,1500.0,USD,credit,Deposit of bonus check received at work.
52494782,2023-07-20,900.0,USD,transfer,Transfer of funds to account for property purchase in USA.
84905905,2021-08-15,200.0,USD,debit,Withdrawal of cash for travel in USA.
76991619,2022-11-25,1000.0,USD,credit,Bonus payment received from employer.
98224363,2023-04-01,800.0,USD,transfer,Transfer of funds to family member in USA.
47607050,2022-04-15,125.67,USD,debit,PayPal payment for online course.
72532364,2023-01-20,100.25,EUR,debit,Withdrawal at local ATM.
19236236,2021-12-12,500.0,GBP,transfer,Transfer to friend's account for holiday gift.
59119974,2021-09-09,150.0,USD,debit,Groceries purchase at local supermarket.
13645876,2023-02-14,300.0,CNY,transfer,Transfer to Chinese business partner.
32752088,2022-11-11,100.0,USD,credit,Deposit of freelance work payment.
84104922,2021-03-03,50.0,CAD,debit,Gasoline station purchase.
21625801,2023-06-16,200.0,GBP,transfer,Transfer to UK savings account.
72166294,2021-12-12,50.0,USD,debit,Coffee shop purchase.
59063649,2023-03-15,250.0,CNY,transfer,Transfer to Chinese business partner.
30729745,2022-11-11,75.0,USD,credit,Deposit of freelance work payment.
14794163,2021-03-03,30.0,CAD,debit,Gasoline station purchase.
60989786,2023-06-16,150.0,GBP,transfer,Transfer to UK savings account.
59469576,2021-12-12,20.0,USD,debit,Coffee shop purchase.
19547928,2023-03-15,400.0,CNY,transfer,Transfer to Chinese business partner.
72425768,2022-11-11,50.0,USD,credit,Deposit of freelance work payment.
20953382,2021-03-03,50.0,CAD,debit,Gasoline station purchase.
38376128,2023-06-16,200.0,GBP,transfer,Transfer to UK savings account.
84149348,2021-12-12,25.0,USD,debit,Coffee shop purchase.
92936034,2023-03-15,600.0,CNY,transfer,Transfer to Chinese business partner.
23752203,2022-11-11,100.0,USD,credit,Deposit of freelance work payment.
49720926,2021-03-03,40.0,CAD,debit,Gasoline station purchase.
67836282,2023-06-16,250.0,GBP,transfer,Transfer to UK savings account.
16744063,2021-12-12,30.0,USD,debit,Coffee shop purchase.
91182518,2022-04-01,125.43,USD,credit,Direct deposit from employer.
82739289,2023-01-15,200.0,EUR,debit,Groceries purchase at local market.
67435503,2021-11-28,500.0,USD,transfer,Transfer to friend's account.
36859202,2023-02-20,150.0,CAD,debit,Gas station refueling.
41901320,2021-06-04,225.67,USD,debit,Rent payment.
79434573,2022-10-16,750.0,USD,transfer,Transfer to business account.
81558811,2021-09-27,350.0,USD,debit,Home utility bill payment.
78540019,2023-05-10,175.5,AUD,debit,Dinner at restaurant.
39122859,2021-12-14,600.0,USD,transfer,Transfer to savings account.
50345387,2022-02-22,250.0,USD,credit,Reimbursement from insurance.
22224796,2023-09-01,800.0,USD,debit,Car repair.
72460367,2022-01-10,125.0,USD,credit,Salary bonus.
30058494,2021-07-15,400.0,USD,transfer,Transfer to investment account.
51138498,2023-04-25,200.0,USD,debit,Gym membership.
20233235,2022-06-03,500.0,USD,credit,Tax refund.
68585829,2021-11-01,300.0,USD,transfer,Transfer to spouse's account.
43615160,2022-09-18,150.0,USD,debit,Book purchase.
27165360,2023-07-05,750.0,USD,debit,Rent payment.
64541011,2021-08-22,100.0,USD,transfer,Transfer to charity.
73257136,2022-11-20,250.0,USD,debit,Groceries purchase.
32458956,2023-03-03,600.0,USD,credit,Salary payment.
25435352,2021-12-31,450.0,USD,transfer,Transfer to friend's account.
95782640,2022-05-15,175.0,USD,debit,Clothing purchase.
74174067,2021-04-20,300.0,USD,transfer,Transfer to savings account.
83937169,2022-08-08,225.0,USD,debit,Dinner at restaurant.
29046977,2023-01-25,550.0,USD,credit,Salary payment.
53519990,2021-05-01,54.98,USD,debit,Purchased a book from Amazon.
19766468,2022-10-15,1200.0,EUR,credit,Received a transfer from a client in Germany.
49665403,2023-02-27,35.25,GBP,debit,Bought groceries from a local market.
17529451,2021-08-06,78.9,USD,credit,Deposited a check from a freelance project.
91327953,2022-11-12,1100.5,CAD,transfer,Sent money to a friend in Canada.
88380032,2023-06-04,15.99,USD,debit,Bought a movie ticket.
66329611,2021-12-18,45.0,USD,credit,Received a holiday bonus from work.
36345116,2022-04-03,87.65,GBP,debit,Bought a train ticket to London.
23730977,2023-01-15,100.0,USD,transfer,Sent money to a relative in the US.
35362278,2021-07-22,12.5,USD,debit,Bought a coffee at Starbucks.
58963992,2022-09-08,90.0,USD,credit,Received a payment from a client.
86298235,2023-03-25,20.0,USD,debit,Bought lunch at a restaurant.
52060554,2021-11-11,60.0,USD,credit,Deposited a check from a freelance project.
95642005,2022-06-16,100.0,USD,transfer,Sent money to a friend in the US.
40557441,2023-02-02,50.0,USD,debit,Bought a book from Amazon.
58270933,2021-02-28,75.0,USD,credit,Received a transfer from a client in the US.
52058097,2022-11-19,150.0,USD,transfer,Sent money to a relative in the US.
30315091,2023-07-03,30.0,USD,debit,Bought a movie ticket.
29071523,2021-06-05,25.0,USD,credit,Received a holiday bonus from work.
46902113,2022-01-10,150.0,USD,transfer,Sent money to a friend in the US.
35595268,2023-04-21,40.0,USD,debit,Bought lunch at a restaurant.
46805283,2021-08-17,80.0,USD,credit,Deposited a check from a freelance project.
35877572,2022-10-04,35.0,USD,debit,Bought a coffee at Starbucks.
81355879,2023-05-14,100.0,USD,transfer,Sent money to a friend in the US.
99104157,2021-12-26,70.0,USD,credit,Received a payment from a client.
92033616,2022-03-01,20.0,USD,debit,Bought a book from Amazon.
58675846,2023-08-06,120.0,USD,transfer,Sent money to a relative in the US.
20452931,2021-09-12,50.0,USD,credit,Received a transfer from a client in the US.
64788762,2021-03-15,125.67,USD,credit,"Credit from online shopping, purchased a book from Amazon."
10631737,2022-08-21,5000.0,EUR,transfer,Transfer to my brother's account for a family gift.
54261217,2023-01-09,100.5,USD,debit,Withdrew cash for groceries.
90378224,2021-10-12,75.99,USD,credit,"Credit for a subscription service, renewed my Spotify membership."
50980117,2022-05-25,200.0,USD,transfer,Transfer to a friend's account for a loan repayment.
66479028,2023-02-17,150.0,USD,debit,Withdrew cash for a night out with friends.
18763890,2021-06-14,350.0,USD,credit,"Credit for a travel booking, purchased a flight ticket."
37299096,2022-12-27,100.0,USD,transfer,Transfer to a charity for a donation.
97345324,2023-07-01,50.0,USD,debit,Withdrew cash for gasoline.
31753846,2021-09-03,150.0,USD,credit,Credit for a clothing purchase from a local boutique.
76003002,2022-11-16,250.0,USD,transfer,Transfer to my sister's account for a birthday gift.
71654320,2023-04-10,75.0,USD,debit,Withdrew cash for a movie ticket.
70684026,2021-07-22,400.0,USD,credit,Credit for a gym membership renewal.
59748558,2022-02-28,100.0,USD,transfer,Transfer to a friend's account for a loan repayment.
20016927,2023-08-05,200.0,USD,debit,Withdrew cash for a weekend getaway.
66466235,2021-12-07,100.0,USD,credit,Credit for a utility bill payment.
68420942,2022-05-14,500.0,USD,transfer,Transfer to my mother's account for a Mother's Day gift.
72077553,2023-03-11,150.0,USD,debit,Withdrew cash for a night out with friends.
88196898,2021-04-20,250.0,USD,credit,Credit for a home improvement store purchase.
12775583,2022-09-01,100.0,USD,transfer,Transfer to a friend's account for a loan repayment.
15957991,2023-06-15,75.0,USD,debit,Withdrew cash for a movie ticket.
33946260,2021-08-25,300.0,USD,credit,Credit for a car insurance premium payment.
16067699,2022-10-08,500.0,USD,transfer,Transfer to a charity for a donation.
22042443,2023-01-22,150.0,USD,debit,Withdrew cash for a weekend getaway.
28457593,2021-11-10,200.0,USD,credit,Credit for a grocery store purchase.
18739631,2022-07-25,100.0,USD,transfer,Transfer to my father's account for a Father's Day gift.
60667835,2023-02-16,50.0,USD,debit,Withdrew cash for a coffee.
31636761,2022-05-10,125.34,USD,debit,Paid for groceries at local supermarket.
74035189,2023-02-15,500.0,EUR,transfer,Sent money to family in Germany.
50360618,2021-12-31,1500.0,USD,credit,Received year-end bonus at work.
38020260,2022-08-02,200.0,CAD,debit,Bought tickets for a Canadian hockey game.
39217768,2023-01-15,100.0,GBP,transfer,Sent money to a friend in the UK.
40814596,2021-09-09,300.0,USD,credit,Received payment for freelance work.
32262213,2023-04-22,45.67,USD,debit,Bought coffee at local café.
11023246,2022-10-01,700.0,JPY,transfer,Sent money to family in Japan.
74559444,2021-11-17,250.0,USD,credit,Received tax refund.
18568293,2022-06-28,100.0,AUD,debit,Bought souvenirs in Australia.
40557091,2023-07-14,50.0,GBP,transfer,Sent money to a friend in Ireland.
72510639,2021-03-03,1000.0,USD,credit,Received inheritance.
77398629,2021-05-02,250.5,USD,credit,Direct deposit from employer
61400507,2022-11-15,100.2,EUR,debit,Grocery shopping at local market
74735206,2023-02-07,500.0,USD,credit,Tax refund payment
24102224,2021-09-28,75.3,GBP,transfer,Transfer to friend's account for concert tickets
41576638,2023-04-16,150.4,CAD,debit,Gas station refueling
18399288,2021-07-09,450.0,USD,credit,Bonus from work project completion
97814574,2021-05-02,250.5,USD,credit,Direct deposit from employer
89534305,2022-11-15,100.2,EUR,debit,Grocery shopping at local market
88631616,2023-02-07,500.0,USD,credit,Tax refund payment
24243433,2021-09-28,75.3,GBP,transfer,Transfer to friend's account for concert tickets
42384063,2023-04-16,150.4,CAD,debit,Gas station refueling
11962709,2021-07-09,450.0,USD,credit,Bonus from work project completion
61066407,2021-05-02,250.5,USD,credit,Direct deposit from employer
22750594,2022-11-15,100.2,EUR,debit,Grocery shopping at local market
88431112,2023-02-07,500.0,USD,credit,Tax refund payment
45838607,2021-09-28,75.3,GBP,transfer,Transfer to friend's account for concert tickets
85271310,2023-04-16,150.4,CAD,debit,Gas station refueling
53050757,2021-07-09,450.0,USD,credit,Bonus from work project completion
97377882,2021-05-02,250.5,USD,credit,Direct deposit from employer
32033026,2022-11-15,100.2,EUR,debit,Grocery shopping at local market
15071473,2023-02-07,500.0,USD,credit,Tax refund payment
12177439,2021-09-28,75.3,GBP,transfer,Transfer to friend's account for concert tickets
23061112,2023-04-16,150.4,CAD,debit,Gas station refueling
51767266,2021-07-09,450.0,USD,credit,Bonus from work project completion
51649102,2021-05-02,250.5,USD,credit,Direct deposit from employer
30524801,2022-11-15,100.2,EUR,debit,Grocery shopping at local market
25439557,2022-05-01,15.99,USD,debit,Purchased groceries from local market
67200469,2023-03-20,1000.0,EUR,credit,Deposited travel allowance from employer
35759832,2021-12-31,45.67,GBP,transfer,Sent holiday funds to family in UK
47676416,2022-07-15,50.0,USD,debit,Withdrew cash for weekend trip
71838691,2023-02-22,200.0,CAD,credit,Received insurance claim payment
36137899,2021-10-01,12.99,USD,debit,Bought lunch at favorite restaurant
46483562,2023-01-15,300.0,JPY,transfer,Sent funds to friend in Japan for shared expenses
99501776,2022-04-10,75.0,USD,credit,Deposited tax refund
76942399,2021-08-25,18.5,USD,debit,Bought tickets for local event
71572492,2022-05-02,25.67,USD,credit,Received payment for freelance work
45090914,2023-06-10,100.0,USD,debit,Paid utility bill
66983394,2021-11-15,50.0,USD,credit,Deposited paycheck
87395871,2022-02-20,15.0,USD,debit,Bought coffee at Starbucks
33037858,2023-07-05,200.0,USD,transfer,Sent rent payment to landlord
25720475,2021-03-10,100.0,USD,credit,Received gift from family
13859973,2022-08-15,50.0,USD,debit,Bought groceries at Walmart
86729569,2023-09-20,75.0,USD,credit,Deposited savings account interest
29279633,2021-06-25,30.0,USD,debit,Bought gasoline for car
31448412,2022-06-01,50.0,USD,credit,Received refund from online purchase
84275078,2023-08-10,100.0,USD,debit,Paid credit card bill
48291148,2021-12-15,75.0,USD,credit,Deposited holiday bonus
31011443,2022-01-20,25.0,USD,debit,Bought movie tickets for family
22670987,2023-04-05,200.0,USD,transfer,Sent funds to sister for shared expenses
83527776,2021-07-10,100.0,USD,credit,Received inheritance from grandparent
53016201,2022-09-15,50.0,USD,debit,Bought lunch at favorite restaurant
66333889,2023-11-20,75.0,USD,credit,Deposited stock dividends
54477088,2021-02-25,30.0,USD,debit,Bought books for personal development
